EHPAD COS Alice Guy;117;10 Rue de Colmar;75019;PARIS;01 85 56 28 27;aliceguy@cos-asso.org
EHPAD Bon accueil;72;10 rue de la chapelle BP 04;85120;LA CHATAIGNERAIE;02 51 69 61 01;ehpad.ba.chataigneraie@orange.fr
EHPAD Le Vercellis;24;10 Rue de la Fontaine;25530;VERCEL VILLEDIEU LE CAMP;03 81 48 23 00;p.girardet@mut25.fr
EHPAD de la Douix;144;10 rue de la Libération;21400;CHATILLON SUR SEINE;03 80 92 63 10;chi-chatillon-montbard@ch-hco.fr
EHPAD du Centre hospitalier de Condrieu;154;10 Rue de la Pavie;69420;CONDRIEU;04 74 78 74 00;direction@ch-condrieu.fr
EHPAD Maison de retraite Saint-Dominique Auch;60;10 Rue de la Somme;32000;AUCH;05 62 60 24 50;ehpad.st-dominique@anras.fr
EHPAD du Plessy;50;10 rue de l'Abbé Lemire;59232;VIEUX BERQUIN;03 28 42 70 84;vieux-berquin.mr@wanadoo.fr
EHPAD Saint-Thomas de Villeneuve Rennes;78;10 rue de l'Academie;66000;PERPIGNAN;04 68 51 10 11;maisonderetraite.stsacrement@wanadoo.fr
EHPAD du Pays Glazik;61;10 rue de Leuhan;29370;CORAY;02 98 59 19 44;ehpad.coray@wanadoo.fr
EHPAD Bon Secours;122;10 Rue de Saint Coeur;41100;VENDOME;02 54 73 39 39;bonsecours.vendome@wanadoo.fr
EHPAD RESIDENCE ARPEGE;66;10 Rue des Artisans;61250;CONDE SUR SARTHE;02 33 32 06 32;dirconde@asso-lesbruyeres.org
EHPAD Les Champs du Noyer Pep 17;85;10 Rue des Baraques;17540;ST SAUVEUR D AUNIS;05 46 66 66 05;residence.leschampsdunoyer@trema-asso.fr
EHPAD Mutualiste des Champs au Duc;64;10 rue des Champs-au-Duc;22000;ST BRIEUC;02 96 61 09 56;ehpad.cesson@mutualite22.fr
EHPAD de la Clinique Saint-Luc;40;10 Rue des Forges;67130;SCHIRMECK;03 88 47 41 41;saint-luc@ghsv.org
EHPAD Le Colombier;98;10 Rue des Limagnes;24800;THIVIERS;05 53 55 00 71;ehpadthiviers@sil.fr
EHPAD Domaine de la Chalouette;91;10 Rue des Tilleuls;91150;MORIGNY CHAMPIGNY;01 69 92 50 00;accueil.morignychampigny@groupecolisee.com
EHPAD Le Missilien;90;10 rue d'Orense;29000;QUIMPER;02 98 55 59 20;le-missilien@fmt.bzh
EHPAD Sainte-Bernadette Maison de retraite;58;10 rue du 8-Mai;85450;CHAMPAGNE LES MARAIS;02 51 56 61 16;maison-de-retraite-sainte-berna@wanadoo.fr
EHPAD Texier Gallas;80;10 rue du 8-Mai-1945;87250;BESSINES SUR GARTEMPE;05 55 76 11 99;mrbessines-accueil@sil.fr
EHPAD Foisy;67;10 rue du Docteur-Frinault BP 189;61300;L AIGLE;02 33 24 70 35;direction@ch-laigle.fr
EHPAD La Rose d'Or;80;10 Rue du Guichardet;1800;MEXIMIEUX;04 74 46 07 60;hlmeximieux@hopitalmeximieux.org
EHPAD Rene et Lucile Schmitt;76;10 rue du Roule;50100;CHERBOURG OCTEVILLE;02 33 23 41 00;contact@residence-schmitt.com
EHPAD Primerose;83;10 Rue Edouard Vaillant;33230;COUTRAS;05 57 49 11 65;primerose.coutras@wanadoo.fr
EHPAD L'Orangerie;133;10 Rue Fouilloux;94200;IVRY SUR SEINE;01 32 09 95 63;direction-orangerie@refugecheminots.asso.fr
EHPAD Daudignon;71;10 Rue Henri Dunant;82500;BEAUMONT DE LOMAGNE;05 63 26 15 30;pace.viviane@ehpad-bdl.fr
EHPAD - Centre Alzheimer Marie-Louise;47;10 rue Jean Dumont;31140;PECHBONNIEU;05 34 27 20 81;secretariat.espacejeandumont@fondation-marie-louise.org
EHPAD Les jardins de Landouardon;120;10 rue Jean-Breton;29860;PLABENNEC;02 98 40 06 30;accueil@mrplabennec.fr
EHPAD Pierre et Marie Curie;96;10 rue Jean-Lamenais;35240;RETIERS;02 99 43 51 03;mdr.retiers@libertysurf.fr
EHPAD Les Oliviers de Saint-Jean;78;10 Rue Julien Fabre;13500;MARTIGUES;04 42 10 68 00;oliviers-st-jean@entraide.asso.fr
Puv - l'Age d'Or;54;10 Rue Lakanal;3100;MONTLUCON;04 70 02 36 57;sec.diropale@ch-montlucon.fr
EHPAD Centre Hospitalier St Meen Le Grand;175;10 rue Louison-Bobet;35290;ST MEEN LE GRAND;02 99 09 88 88;direction@ch-stmeen.fr
EHPAD Le Saphir;90;10 rue Marcel-Sembat;83000;TOULON;04 94 22 60 00;saphir@ccas-toulon.fr
EHPAD Le clos de Beauvaisis;94;10 rue Maurice-Brayet;60000;BEAUVAIS;03 44 52 73 54;accueil.beauvaisis@orpea.net
EHPAD Les érables;62;10 Rue Monseigneur Schmitt;57970;YUTZ;03 82 82 96 96;secretariat-erables@groupe-sos.org
EHPAD Blanchelaine;37;10 Rue Pasteur Boegner;26400;AOUSTE SUR SYE;04 75 25 04 21;accueil.blanchelaine@orange.fr
EHPAD Centre hospitalier Pont Saint-Esprit;156;10 rue Philippe-le-Bel BP 31054;30130;PONT ST ESPRIT;04 66 33 40 00;secretariatdirection@hopitalpse.fr
EHPAD ACPPA Taluyers;119;10 rue Saint-Marc;69440;TALUYERS;04 78 19 92 92;lachristiniere@acppa.fr
EHPAD Saint-Corneil;67;10 rue Saint-Nicolas;60410;VERBERIE;03 44 40 64 70;contact@mr-verberie.fr
EHPAD Jean-Paul-Toucas;86;10 rue Saint-Roch;63700;MONTAIGUT EN COMBRAILLE;04 73 85 00 78;ehpad.montaigut@wanadoo.fr
PUV Desandrouin;99;10 rue Salvador-Allende;94460;VALENTON;01 56 87 21 31;direction.valenton@orpea.net
EHPAD Jean Viollet;82;10 rue Suzanne-Masson;93120;LA COURNEUVE;01 53 56 68 00;ehpad.courneuve@lemoulinvert.org
EHPAD d'Argonne;100;10 rue Thiers;55120;CLERMONT EN ARGONNE;03 29 87 41 44;contact@ehpadargonne.fr
EHPAD La Retraite;87;10 Rue Verdelet;29000;QUIMPER;02 98 95 06 12;la.retraite@wanadoo.fr
EHPAD Foyer Saint-Dominique;55;100 Avenue de Vals;43750;VALS PRES LE PUY;04 71 09 41 00;dihia.ayache@residence-saint-dominique.com
EHPAD Abrapa Illkirch;127;100 Route d'Eschau;67400;ILLKIRCH GRAFFENSTADEN;03 88 64 02 22;ehpad.illkirch@abrapa.asso.fr
EHPAD Marin Lamellet de Flumet;50;100 route Imperiale;73590;FLUMET;04 79 31 60 06;maisonderetraiteflumet@orange.fr
EHPAD Le Logis des Olonnes;95;100 rue des Plesses Le Chéteau d'Olonne;85100;LES SABLES D OLONNE;02 51 20 11 11;lelogisdesolonnes@emera.fr
EHPAD Les Jardins d'Olonne;108;100 rue Ernest-Landrieau La Garnauderie - Olonne-sur-Mer;85100;LES SABLES D OLONNE;02 51 21 22 22;direction.olonne@lna-sante.com
EHPAD Alexandre Varenne;49;100 rue Fontgieve;63000;CLERMONT FERRAND;04 73 36 88 66;direction@ccas-clermont-ferrand.fr
EHPAD CIGMA;60;101 Avenue des Franéais Libres;53000;LAVAL;02 43 66 31 00;cigma-laval@domusvi.com
EHPAD public;66;101 impasse de Gascogne;40390;ST MARTIN DE SEIGNANX;05 59 56 52 38;secretariat.ehpad.lafourcade@orange.fr
EHPAD Fondation Lamauve;114;101 rue du Renard;76000;ROUEN;02 32 10 28 30;fondation-lamauve@wanadoo.fr
EHPAD L'Hesperie;35;102 avenue Kennedy;64200;BIARRITZ;05 59 23 13 90;contact@hesperie-sas.com
EHPAD Les Lataniers;91;102 rue Raymond-Mondon;97419;LA POSSESSION;02 62 22 23 23;pader@favron.org
EHPAD La Maison des Roses;84;104 avenue Duchesnois;59300;VALENCIENNES;03 27 42 42 00;ehpad.maisondesroses@amapa.fr
EHPAD Les Jardins de Mar Vivo;47;104 chemin de Mar Vivo aux Deux Chénes;83500;LA SEYNE SUR MER;04 94 11 44 00;direction.marvivo@lna-sante.com
EHPAD Durand Robin;79;104 rue nationale BP 25;85280;LA FERRIERE;02 51 98 41 99;secretariat@ehpad-laferriere.fr
EHPAD Les jardins de Beauvallon;115;105 Chemin de Morgiou Chemin de Beauvallo forét;13009;MARSEILLE;04 91 16 24 00;aubagne@orpea.net
EHPAD Part-Dieu;104;105 Rue Mazenod;69003;LYON;04 72 60 17 17;omerispartdieu@omeris.com
EHPAD La Roseraie;72;106 avenue Georges-Bizet Saint-Jean-du-Var;83000;TOULON;04 98 00 66 70;comptable.roseraie@orange.fr
EHPAD Korian Florian-Carnot;109;108 avenue Aristide-Briand;92160;ANTONY;01 40 96 93 46;linda.watwat@groupe-korian.com
EHPAD Les Mimosas;69;108 avenue Saint-Laurent Quartier les Treilles;6130;GRASSE;04 92 60 30 90;magagnosc@orpea.net
EHPAD Korian La Croix Périgourd;115;108 Rue de la Croix de Perigourd;37540;ST CYR SUR LOIRE;02 47 62 43 89;korian.croixperigourd@korian.fr
EHPAD Alphonse-Daudet;32;108 rue des Meuniers;59000;LILLE;03 28 38 01 97;infoehpadccas@mairie-lille.fr
EHPAD de Saint-Germain Laval;64;108 rue Jean-Boyer BP 3;42260;ST GERMAIN LAVAL;04 77 65 40 49;mdrstgermainlaval@wanadoo.fr
EHPAD Maison Saint-Joseph;106;108 Rue Thomas Riboud;1250;JASSERON;04 74 30 01 77;direction@st-joseph-jasseron.fr
EHPAD Korian Le Parc de Mougins;121;1083 avenue de la Borde;6250;MOUGINS;04 93 48 71 48;reception.parcdemougins@korian.fr
EHPAD Tiers temps;90;1086 Route de Saint-thomas;31470;ST LYS;05 61 91 70 80;rossignols-st-lys@domusvi.com
EHPAD Saint-Luc;90;1097 route de Lyons-la-Foret;76160;ST LEGER DU BOURG DENIS;02 32 12 30 80;administration@chdl-darnetal.fr
EHPAD Les Vergers;132;11 a Rue de Leval;90110;ROUGEMONT LE CHATEAU;03 84 27 65 00;accueil-rlve@fondation-arcenciel.fr
EHPAD Xavier Marin;103;11 avenue Brun-Faulquier;38470;VINAY;04 76 36 99 00;direction@ehpad-vinay.fr
EHPAD Korian Les Corallines;87;11 Avenue des Corallines;44500;LA BAULE;02 51 73 11 11;korian.lescorallines@korian.fr
EHPAD Merici;41;11 avenue du Stade-nautique;64000;PAU;05 59 30 09 78;merici@wanadoo.fr
EHPAD L'Oustal;68;11 avenue Henri-Majurel;34570;PIGNAN;04 67 17 93 17;contact@ehpad-oustal.fr
Maison de retraite Emmaés Centre Ville;103;11 Avenue Louis Thiollier;42570;ST HEAND;04 77 30 41 14;accueil@ehpadsaintheand.fr
EHPAD La Citadine;77;11 avenue Saint-Marc;91300;MASSY;01 60 11 56 69;lacitadine@isatis.asso.fr
EHPAD Les Terrasses de Mozart;92;11 bis rue de la Source;75016;PARIS;01 53 92 83 00;mozart@orpea.net
EHPAD Les capucins;105;11 boulevard Jean-Sauvage CS 40329;49000;ANGERS;02 41 35 15 15;direction@les-capucins-angers.fr
EHPAD de Varennes-le-Grand;40;11 Chemin de la Cure;71240;VARENNES LE GRAND;03 85 44 18 45;accueil@ehpad-vlg.fr
EHPAD Les Jardins d'Ines;94;11 chemin des Presses Site Technopolis;6800;CAGNES SUR MER;04 92 02 39 39;lesjardinsdines@orpea.net
EHPAD La Prairie;102;11 chemin du Morillon;74200;THONON LES BAINS;04 50 83 24 00;secretariatdirection@ch-hopitauxduleman.fr
EHPAD L'Oustaou;56;11 quai du Pont BP 70;30120;LE VIGAN;04 67 81 01 12;oustaou.vigan@wanadoo.fr
EHPAD de la Loire;443;11 route de Chambles;42170;ST JUST ST RAMBERT;04 77 36 31 36;mrl@mrl-42.fr
EHPAD Alfred Dornier Dampierre-sur-salon;101;11 rue Alfred-Dornier BP 43;70180;DAMPIERRE SUR SALON;03 84 67 11 10;maisonalfreddornier@orange.fr
EHPAD Foyer Francoise de Sales Aviat;55;11 Rue Aristide Briand;51120;SEZANNE;03 26 81 42 87;foyeraviat@gmail.com
Maison de Famille du Genevois;70;11 rue Carnot;54200;ROYAUMEIX;03 83 62 91 50;direction@atnf.fr
EHPAD Fondation Colaud;70;11 rue de Bellevue;19220;ST PRIVAT;05 55 28 26 54;direction.ehpadstprivat@orange.fr
EHPAD Ster-Glaz;91;11 Rue de la Papeterie;95610;ERAGNY SUR OISE;01 34 40 60 04;louis.nouvel@solemnes.com
EHPAD La Source d'Auteuil;88;11 rue de la Source;75016;PARIS;01 55 74 27 00;direction.lsa@orange.fr
EHPAD de la Clinique de la Toussaint;30;11 Rue de la Toussaint;67000;STRASBOURG;03 88 21 75 75;direction@ghsv.org
EHPAD Le Mas de Marguerite;63;11 rue de l'Abrivado;34740;VENDARGUES;04 67 10 17 30;masmarguerite@gmail.com
EHPAD L'Oasis;119;11 Rue de Laghouat;75018;PARIS;01 42 23 99 32;casvp-ehpad-oasis@paris.fr
Mapa Marc-Rocher;53;11 rue de Laxou;54600;VILLERS LES NANCY;03 83 17 46 40;accueil@villa-sp-fourier.com
EHPAD d'Aubin;48;11 rue Deslhens;12110;AUBIN;05 65 63 14 65;maisonretraiteaubin@wanadoo.fr
EHPAD les Hauts de la Zinsel;44;11 Rue du Docteur Albert Schweitzer;67580;MERTZWILLER;03 88 90 47 47;ehpad-dir@mertzwiller.fr
EHPAD Le Soleil d'Or;70;11 rue du Docteur-Bellamy;22330;PLESSALA;02 96 26 13 16;dor.soleil@wanadoo.fr
EHPAD Anne de Melun;78;11 rue du Docteur-Zamenhof;49150;BAUGE EN ANJOU;02 41 89 18 04;contact@annedemelun.fr
EHPAD du Bon Pasteur;64;11 rue du Haut-Moreau;44000;NANTES;02 40 74 37 31;direction@asso-bon-pasteur.com
EHPAD Le centenaire;82;11 rue du parc;91740;PUSSAY;01 64 95 21 60;dir-centenaire-pussay@domusvi.com
Maison de retraite les Augustines;50;11 Rue du Pompailler;42410;PELUSSIN;04 74 87 62 32;contact@residence-le-grillon.com
EHPAD - COS Sainte-Marthe;70;11 Rue du Pont;16460;ST FRONT;05 45 39 23 44;stfront@fondationcos.org
EHPAD Notre-Dame du Don;62;11 Rue du Pont Neuf;44520;MOISDON LA RIVIERE;02 40 07 61 06;ndd.accueil@orange.fr
EHPAD Maison d'accueil Pierre Guicheney;72;11 Rue du Trianon;53410;LE BOURGNEUF LA FORET;02 43 37 71 31;mrguicheney@wanadoo.fr
ASVM EHPAD Bergeron Grenier;61;11 rue Georges-Thalamy BP 90006;16230;MANSLE;05 45 22 21 62;asvm.mansle@wanadoo.fr
EHPAD Les Jardins de Nassandres;64;11 Rue Gilberte Holley;27550;NASSANDRES;02 32 47 50 50;direction.jdn@agora276.fr
EHPAD Korian Les Saules;106;11 Rue Henri de Toulouse Lautrec;78280;GUYANCOURT;01 30 64 23 00;reception.lessaules@korian.fr
EHPAD Henri-Dunant;151;11 Rue Henri Dunant;72120;ST CALAIS;02 43 63 64 65;direction@ch-saintcalais.fr
EHPAD Korian Résidence Le Cottage ;80;11 rue Jean-Bouin;95100;ARGENTEUIL;01 34 34 79 79;celine.granier@korian.fr 
EHPAD Cournot-Changey;76;11 rue la-Vieille-Tuilerie;70100;GRAY;03 84 64 56 00;cournot.changey@wanadoo.fr
EHPAD Foyer Logement Germaine Ledan;55;11 rue Ledan;22550;MATIGNON;02 96 41 02 79;residence.ledan@wanadoo.fr
EHPAD Lacordaire;24;11 Rue Magnier;21290;RECEY SUR OURCE;03 80 81 08 70;ehpadrecey@coallia.org
EHPAD de Oisy le Verger;60;11 Rue Maurice Pierrache;62860;OISY LE VERGER;03 61 47 10 17;cecile.chatelain@apreva-rms.fr
EHPAD Le Moulin Rouge;80;11 rue Proudhon;85000;LA ROCHE SUR YON;02 51 37 34 44;vincent.fendeleur@larochesuryon.fr
EHPAD Le Moulin;36;11 Rue Saint Rames;63000;CLERMONT FERRAND;04 73 14 63 80;direction@ccas-clermont-ferrand.fr
EHPAD Les Sources;80;11 Rue Saint Rames;63000;CLERMONT FERRAND;04 73 92 94 33;direction@ccas-clermont-ferrand.fr
EHPAD public Les Gabariers;185;11 rue Saint-Roch;19120;BEAULIEU SUR DORDOGNE;05 55 91 30 00;chg.accueil@chg-beaulieu.fr
EHPAD Fondation Shadet Vercoustre;60;11 rue Schadet-Vercoustre;59630;BOURBOURG;03 28 22 09 69;schadet-vercoustre@wanadoo.fr
EHPAD Saint-Antoine de Padoue;134;11 rue Tripier;93130;NOISY LE SEC;01 56 96 05 05;clavenu@fhsm.fr
EHPAD Le Bois d'Avesnes;59;11 ter rue du 19 mars 1962;59129;AVESNES LES AUBERT;03 27 72 42 43;contact@acces-asso.fr
EHPAD Corolle;20;110 Av d'Annecy;73000;CHAMBERY;04 79 70 70 14;c.soreau@ccas-chambery.fr
EHPAD Les Figuiers;90;110 impasse du Cadenet;83210;SOLLIES PONT;04 94 23 80 90;direction.solliespont@groupecolisee.com
EHPAD Orpea Creil;95;110 rue de la République;60100;CREIL;03 44 32 06 00;creil@orpea.net
EHPAD La Source;112;111 Rue Emile Zola;14120;MONDEVILLE;02 31 34 74 74;ehpad.mondeville@mfnssam.fr
EHPAD Belle Isle - Pavillon 40;26;112 rue de la Marne;33500;LIBOURNE;05 57 55 34 34;accueil.ehpad@ch-libourne.fr
EHPAD Notre-Dame du Bon accueil;70;113 chemin de la Ferme Route de Villeneuve Les Bouloc;31620;CASTELNAU D ESTRETEFONDS;05 34 27 06 30;nd.bonaccueil@wanadoo.fr
EHPAD Lou Jas;85;113 chemin de la Poussaraque;83190;OLLIOULES;04 94 11 52 62;direction.loujas@orange.fr
EHPAD Villecante;94;115 Avenue Victor Dalbiez;66000;PERPIGNAN;04 68 56 66 12;contact@villasaintfrancois.fr
EHPAD Korian Les Arcades;97;116 avenue Daumesnil;75012;PARIS;01 43 46 26 00;reception.lesarcades@korian.fr
EHPAD Darnetal;254;116 rue Louis-Pasteur BP 18;76160;DARNETAL;02 32 12 32 32;administration@chdl-darnetal.fr
EHPAD Le bois fleuri;100;1160 rue passe debout;45770;SARAN;02 38 74 49 87;pole-pa.admissions@chr-orleans.fr
EHPAD Fondation Gourlet Bontemps;83;117 avenue du 8 Mai 1945;94170;LE PERREUX SUR MARNE;01 43 24 25 02;accueil@gourlet-bontemps.fr
EHPAD Korian Brune;99;117 boulevard Brune;75014;PARIS;01 53 90 20 50;anais.andre@korian.fr
EHPAD Liot;82;118 rue nationale;56300;PONTIVY;02 97 25 28 75;direction.foyers@ville-pontivy.fr
EHPAD du Centre hospitalier de Cavaillon;99;119 avenue Georges-Clemenceau CS 50157;84300;CAVAILLON;04 90 78 85 00;secret.dir@ch-cavaillon.fr
EHPAD Monplaisir la Plaine;93;119 avenue Paul-Santy;69008;LYON;04 78 78 17 17;ma.dumas@habitat-humanisme.org
EHPAD La Calanque;36;119 traverse de la Seigneurie;13009;MARSEILLE;04 91 40 57 03;calanque-seigneurie@afprovince.com
EHPAD Beau Rivage;72;12 avenue Beau-Rivage;64200;BIARRITZ;05 59 23 04 08;mdrbeaurivage@wanadoo.fr
EHPAD Francis Catala;80;12 avenue Conventionnel-Fabre;66320;VINCA;04 68 05 47 00;residencef.catala@wanadoo.fr
EHPAD public de Mornant;100;12 avenue de Verdun;69440;MORNANT;04 78 19 90 90;direction@ehpad-mornant.com
EHPAD Maison Saint-Jean Helios;100;12 Avenue du Capitaine Scott;6000;NICE;04 92 00 78 00;ehpad.saintjean@ordredemaltefrance.org
EHPAD Pelisson Fontanier;86;12 Avenue du Limousin;23210;BENEVENT L ABBAYE;05 55 62 60 35;accueil@ehpadbenevent.fr
EHPAD Le Roc Pointu;28;12 Avenue Gaston Bres;34150;ST JEAN DE FOS;04 67 57 72 73;le.roc.pointu@orange.fr
EHPAD Le Chant des Pins;147;12 avenue Jean-Rostand BP 10;40200;MIMIZAN;05 58 09 11 66;mimizan.retraite@wanadoo.fr
EHPAD du Centre hospitalier de la Souterraine;80;12 avenue Pasteur;23300;LA SOUTERRAINE;05 55 89 58 00;direction@ch-lasouterraine.fr
EHPAD Maison Bleue;88;12 Avenue Pierre Mendes France;30400;VILLENEUVE LES AVIGNON;04 90 25 60 63;ehpad.maison.bleue@orange.fr
EHPAD Docteur Marcel Fortier;95;12 bis rue du Bois de l'Ajonc;37120;RICHELIEU;02 47 58 10 05;accueiladmi@ehpad-richelieu.fr
EHPAD de Marines;101;12 boulevard Gambetta;95640;MARINES;01 34 79 44 44;direction@ghi-vexin.fr
EHPAD Jean Loubes de Fanjeaux;59;12 chemin  de La Cassaigne Quartier Pomme Rose;11270;FANJEAUX;04 68 24 70 37;mrjloubes@wanadoo.fr
Maison de retraite Notre-Dame de l'Isle;6;12 Chemin de Bonneau;33640;ARBANATS;05 56 67 32 80;ballange.phil@orange.fr
EHPAD Les Jardins-du-Loing;70;12 chemin de la Messe;77140;ST PIERRE LES NEMOURS;01 64 29 20 47;contact@les-jardins-du-loing.fr
EHPAD L'Hermitage Rabastens;44;12 chemin des Clarisses;81800;RABASTENS;05 63 33 72 30;mr.rabastens@free.fr
EHPAD Temps de vie;88;12 cours de l'Abbaye;67140;ANDLAU;03 88 08 93 05;mdrstoltzgrimm@orange.fr
EHPAD Raynald-Merlin de Dommartin-sur-Vraine;84;12 Place du Monument;88170;DOMMARTIN SUR VRAINE;03 29 94 40 90;mrrm.administration@wanadoo.fr
EHPAD Sainte-Madeleine;114;12 Route de Guentrange;57100;THIONVILLE;03 82 88 04 64;direction-ste-madeleine57@orange.fr
EHPAD Elisa;129;12 route de Lyon;67118;GEISPOLSHEIM;03 88 55 33 33;elisa.accueil@orange.fr
EHPAD Centre hospitalier - Site Gond-Pontouvre;209;12 route de Paris;16160;GOND PONTOUVRE;05 45 68 46 62;direction-pms@ch-angouleme.fr
EHPAD Le Beuvron;53;12 route de Saint-James;50240;ST SENIER DE BEUVRON;02 33 48 43 68;directeur@ma-beuvron.fr
EHPAD public d'Hasparren;92;12 route des Missionnaires;64240;HASPARREN;05 59 70 28 28;maison.retraite.hasparren@orange.fr
EHPAD Les Jardins du Castel;127;12 rue Alexis-Garnier;35410;CHATEAUGIRON;02 99 37 40 12;ehpad.chateaugiron@lesjardinsducastel.com
EHPAD Les tournesols;71;12 rue Beltran-Boysset;13200;ARLES;04 90 91 08 35;direction-tournesols@sud-generations.fr
EHPAD Les 4 Vents;68;12 rue Berlioz;67550;VENDENHEIM;03 88 64 78 00;les4vents@diaconesses.fr
EHPAD érik Satie;82;12 Rue Danielle Mitterrand;94380;BONNEUIL SUR MARNE;01 57 44 33 00;secretariat-erik-satie@groupe-sos.org
EHPAD Le Septier d'Or;72;12 Rue de la Sainte Famille BP 2;85600;TREIZE SEPTIERS;02 51 41 52 10;contact@leseptierdor.fr
EHPAD Saint Joseph;63;12 rue de Tunis;30000;NIMES;04 66 29 53 00;pgn-ehpad.nimes@croix-rouge.fr
EHPAD Debrou;240;12 rue Debrou;37300;JOUE LES TOURS;02 47 68 41 41;directeur@mrdebrou.com
EHPAD Maison de Retraite Degommier;73;12 Rue Degommier;91590;CERNY;01 64 57 78 88;maisonderetraitedegommier@orange.fr
EHPAD du Centre hospitalier de Fismes;167;12 rue des Chailleaux;51170;FISMES;03 26 48 95 95;admission@hl-fismes.fr
EHPAD Madeleine Quemin;83;12 Rue des Georgeries;28130;MAINTENON;02 37 23 00 11;direction@ehpad-maintenon.fr
EHPAD Les Humeaux;59;12 rue des Humeaux;85480;BOURNEZEAU;02 51 40 77 49;leshumeaux.bournezeau@orange.fr
EHPAD Les Monges - Chic Castres-Mazamet;110;12 rue des Monges BP 30418;81100;CASTRES;05 63 71 63 01;monges.admissions@chic-cm.fr
EHPAD Les Jardins de l'Erdre;81;12 rue des Platanes BP 16 - Vallons de l'Erdre;44540;ST MARS LA JAILLE;02 40 97 00 96;residence@lesjardinsdelerdre.fr
La Pierre Angulaire Maison Nazareth;138;12 rue du Chéteau;91280;ST PIERRE DU PERRAY;01 60 75 87 78;saintpierre@adefresidences.com 
Maison de retraite Sainte-Famille;60;12 rue du Docteur-Baudin;28000;CHARTRES;02 37 36 26 15;andjchartres@wanadoo.fr
Maison de retraite la Roche Bellusson;68;12 Rue du Moulinot;88300;NEUFCHATEAU;03 29 95 00 35;jacky.puget@mp88.fr
EHPAD Jacques Barat-Dupont;89;12 Rue du Parc;55320;SOMMEDIEUE;03 29 87 71 06;contact@maison-retraite-barat-dupont.fr
EHPAD Le Clos Fleuri;71;12 rue du Parc;77520;DONNEMARIE DONTILLY;01 60 67 34 64;contact@ehpad-leclosfleuri.fr
EHPAD Au Fil du Temps;68;12 rue du Stade;56930;PLUMELIAU;02 97 51 87 50;foyer.logement.plumeliau@wanadoo.fr
EHPAD La Source Luxeuil;72;12 rue Grammont;70300;LUXEUIL LES BAINS;03 84 93 35 33;direction@gh70.fr
EHPAD Hector Berlioz;82;12 Rue Hector Berlioz;93000;BOBIGNY;01 57 42 06 60;secretariat-hector-berlioz@groupe-sos.org
EHPAD Urtaburu;72;12 rue Jean-Guillou;29780;PLOUHINEC;02 98 74 93 93;ehpad.plouhinec@capsizun.fr
EHPAD Foyer-Logement Louis Adam;34;12 rue Louis-Adam;22660;TRELEVERN;02 96 23 72 88;mutualite.retraite@mutualite22.fr
EHPAD Villa David;108;12 rue Louis-Delplace;93700;DRANCY;01 55 89 00 00;accueil.drancy@villabeausoleil.com
EHPAD Arc-en-Ciel;86;12 Rue Marie Louise Dissard;31000;TOULOUSE;05 61 16 40 00;accueil.arcenciel@groupecolisee.com
EHPAD Les épis d'Or;60;12 Rue Marin Galliot;41240;OUZOUER LE MARCHE;02 54 82 53 86;mr.episdor@orange.fr
EHPAD Saint-Jean;27;12 Rue Michelet;36000;CHATEAUROUX;02 54 08 41 82;ehpad.saint-jean@ville-chateauroux.fr
EHPAD Jeanne Coulon;96;12 rue neuve;3200;VICHY;04 70 98 54 88;ehpad.jeannecoulon@orange.fr
EHPAD Korian Les Issambres;98;12 Rue Paul Doumer;17200;ROYAN;05 46 22 20 00;korian.lesissambres@korian.fr
EHPAD Les Coquelicots;66;12 Rue Paul Paray;67430;DIEMERINGEN;03 88 00 48 84;mdr.coquelicots@wanadoo.fr
EHPAD Maison de retraite Ma Maison;77;12 rue Russeil BP 54221;44000;NANTES;02 40 20 00 50;ms.nantes@rennes-psdp.com
EHPAD Vinay;85;12 rue Saint-Joseph;35380;PLELAN LE GRAND;02 99 61 81 05;villa-st-joseph@wanadoo.fr
EHPAD Le langeois;83;12 Rue Simone Veil;37130;LANGEAIS;02 47 96 20 60;accueil.ehpadlangeais@gmail.com
EHPAD de Blamont;164;12 rue Viette;25310;BLAMONT;03 81 37 72 72;maison-retraite@mr-blamont.fr
EHPAD Isac de Rohan;90;12 Rue Waldeck Rousseau BP 119;44130;BLAIN;02 40 79 00 39;accueil@isacderohan.fr
EHPAD Isac de Rohané;86;12 rue Waldeck-Rousseau;44130;BLAIN;02 40 79 00 39;economat@isacderohan.fr
EHPAD Les Opalines marseille;80;12 traverse Favant Saint-Henri;13016;MARSEILLE;04 91 09 61 61;direction-marseille@orange.fr
EHPAD Odette-Ribeil;60;120 avenue Paul-Alduy;66000;PERPIGNAN;04 68 56 36 00;montesror@aol.com
EHPAD Bras Long;80;120 Rue Bras Long;97414;ENTRE DEUX;02 62 71 71 00;amourdon@favron.org
EHPAD Le Nouvel Age;16;120 rue Ferrin;83140;SIX FOURS LES PLAGES;04 83 73 60 73;lenouvelage@lenouvelage.fr
EHPAD Korian Le Jardin;63;121 avenue des Martyrs-de-la-résistance;76000;ROUEN;02 35 70 16 62;korian.lejardin@groupe-korian.com
EHPAD Jardin d'Allium;52;121 rue des Blongios;59151;ARLEUX;03 27 89 57 03;ehpad.arleux@floralys.fr
